year,gender,medal,athlete,country,type,medal_count,athlete_count
1996,Women,Bronze,SEVIN Michelle,France,Wheelchair Tennis,458,171
1996,Women,Bronze,THIERRY Martine,France,Wheelchair Tennis,458,171
2000,Men,Gold,KANG Seong Hoon,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,KIM Kong Yong,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,KIM Kyung Mook,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,LEE Hae Gon,South Korea,Wheelchair Tennis,231,481
2000,Men,Silver,ZVOLANEK Martin,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Silver,PRIBYL Tomas,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Bronze,BOURY Vincent,France,Wheelchair Tennis,458,481
2000,Men,Bronze,D'IVOLEY-BOGGS Jean Patrick,France,Wheelchair Tennis,458,481
2000,Men,Bronze,FOUILLEN Erwan,France,Wheelchair Tennis,458,481
2000,Men,Bronze,SORABELLA Marc,France,Wheelchair Tennis,458,481
2000,Men,Gold,PEETERS Michel,France,Wheelchair Tennis,458,481
2000,Men,Gold,ROBIN Jean-Philippe,France,Wheelchair Tennis,458,481
2000,Men,Gold,VERGER Pascal,France,Wheelchair Tennis,458,481
2000,Men,Silver,RAWSON James,United Kingdom,Wheelchair Tennis,321,481
2000,Men,Silver,ROBINSON Neil,United Kingdom,Wheelchair Tennis,321,481
2000,Men,Silver,TROFAN Stefan,United Kingdom,Wheelchair Tennis,321,481
2000,Men,Bronze,KIM Young Soo,South Korea,Wheelchair Tennis,231,481
2000,Men,Bronze,SON Ji Yong,South Korea,Wheelchair Tennis,231,481
2000,Men,Bronze,YANG Heung Sik,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,BENEDETTI Bruno,France,Wheelchair Tennis,458,481
2000,Men,Gold,MARTIN Emeric,France,Wheelchair Tennis,458,481
2000,Men,Gold,PINNA Christophe,France,Wheelchair Tennis,458,481
2000,Men,Silver,CHOI Kyoung Sik,South Korea,Wheelchair Tennis,231,481
2000,Men,Silver,PARK Jun Young,South Korea,Wheelchair Tennis,231,481
2000,Men,Silver,UM Tae Hyung,South Korea,Wheelchair Tennis,231,481
2000,Men,Bronze,GLAZAR Frantisek,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Bronze,STEFANU Michal,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Bronze,TRCKA Lubomir,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Gold,JUNG Eun Chang,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,KIM Byoung Young,South Korea,Wheelchair Tennis,231,481
2000,Men,Silver,CHOU Chang Shen,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Silver,LIN Yen Hung,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Bronze,BOLLDEN Ernst,Sweden,Wheelchair Tennis,130,481
2000,Men,Bronze,GUSTAVSSON Jan-Krister,Sweden,Wheelchair Tennis,130,481
2000,Men,Gold,ARNOLD Daniel,Germany,Wheelchair Tennis,348,481
2000,Men,Gold,KOPPELBERG Christian,Germany,Wheelchair Tennis,348,481
2000,Men,Gold,KURFESS Thomas,Germany,Wheelchair Tennis,348,481
2000,Men,Silver,ABBADIE Jean Yves,France,Wheelchair Tennis,458,481
2000,Men,Silver,MESSI Stephane,France,Wheelchair Tennis,458,481
2000,Men,Bronze,BARTEL Joshua Keith,United States,Wheelchair Tennis,515,481
2000,Men,Bronze,BASS Norman,United States,Wheelchair Tennis,515,481
2000,Men,Gold,KIM Kwang Jin,South Korea,Wheelchair Tennis,231,481
2000,Men,Gold,LEE Cheon Sik,South Korea,Wheelchair Tennis,231,481
2000,Men,Silver,PICHON Alain,France,Wheelchair Tennis,458,481
2000,Men,Silver,SCHALLER Michel,France,Wheelchair Tennis,458,481
2000,Men,Silver,SOYER Julien,France,Wheelchair Tennis,458,481
2000,Men,Bronze,HUDARIN Dirk,Germany,Wheelchair Tennis,348,481
2000,Men,Bronze,SCHMITT Thomas,Germany,Wheelchair Tennis,348,481
2000,Men,Bronze,WOLLMERT Jochen,Germany,Wheelchair Tennis,348,481
2000,Men,Gold,ADISA Tunde,Nigeria,Wheelchair Tennis,6,481
2000,Men,Gold,AGUNBIADE Tajudeen,Nigeria,Wheelchair Tennis,6,481
2000,Men,Gold,ALABI Femi,Nigeria,Wheelchair Tennis,6,481
2000,Men,Silver,CSEJTEY Richard,Slovakia,Wheelchair Tennis,52,481
2000,Men,Silver,GASPAR Ladislav,Slovakia,Wheelchair Tennis,52,481
2000,Men,Bronze,HOU Ting Sung,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Bronze,HSU Chih Shan,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Bronze,HU Ming Fu,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Bronze,LIN Hsiu Hsien,Chinese Taipei,Wheelchair Tennis,30,481
2000,Men,Gold,CHATEIGNER Olivier,France,Wheelchair Tennis,458,481
2000,Men,Gold,DE LA BOURDONNAYE Gilles,France,Wheelchair Tennis,458,481
2000,Men,Gold,SERIGNAT Francois,France,Wheelchair Tennis,458,481
2000,Men,Silver,CECH Pavel,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Silver,CINIBULK Miroslav,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Silver,MASEK Lubomir,Czech Republic,Wheelchair Tennis,39,481
2000,Men,Bronze,AGUDO Enrique,Spain,Wheelchair Tennis,158,481
2000,Men,Bronze,RUIZ Jose Manuel,Spain,Wheelchair Tennis,158,481
2000,Women,Gold,LAFAYE MARZIOU Isabelle,France,Wheelchair Tennis,458,161
2000,Women,Gold,MARIAGE Stephanie,France,Wheelchair Tennis,458,161
2000,Women,Silver,BARTHEIDEL Monika,Germany,Wheelchair Tennis,348,161
2000,Women,Silver,SCHIPPMANN Beate,Germany,Wheelchair Tennis,348,161
2000,Women,Bronze,LAEMERS Gertrudis,Netherlands,Wheelchair Tennis,209,161
2000,Women,Bronze,PAARDEKAM Jolanda,Netherlands,Wheelchair Tennis,209,161
2000,Women,Gold,CHEN Wei Hong,China,Wheelchair Tennis,408,161
2000,Women,Gold,REN Guixiang,China,Wheelchair Tennis,408,161
2000,Women,Silver,PAPE Christiane,Germany,Wheelchair Tennis,348,161
2000,Women,Silver,SIKORA Monika,Germany,Wheelchair Tennis,348,161
2000,Women,Bronze,HSIAO Shu Chin,Chinese Taipei,Wheelchair Tennis,30,161
2000,Women,Bronze,LIAO Min Hsiu,Chinese Taipei,Wheelchair Tennis,30,161
2000,Women,Bronze,WEI Mei Hui,Chinese Taipei,Wheelchair Tennis,30,161
2000,Women,Gold,LIU Meili,China,Wheelchair Tennis,408,161
2000,Women,Gold,LU Chunmin,China,Wheelchair Tennis,408,161
2000,Women,Gold,LUO Fuqun,China,Wheelchair Tennis,408,161
2000,Women,Gold,ZHANG Xiaoling,China,Wheelchair Tennis,408,161
2000,Women,Silver,DAVIDKOVA Jolana,Czech Republic,Wheelchair Tennis,39,161
2000,Women,Silver,MOJOVA Jana,Czech Republic,Wheelchair Tennis,39,161
2000,Women,Silver,PESTOVA Eva,Czech Republic,Wheelchair Tennis,39,161
2000,Women,Silver,ZAKOVA Michala,Czech Republic,Wheelchair Tennis,39,161
2000,Women,Bronze,KAMKASOMPHOU Thu,France,Wheelchair Tennis,458,161
2000,Women,Bronze,SEVIN Michelle,France,Wheelchair Tennis,458,161
2000,Women,Bronze,THIERRY Martine,France,Wheelchair Tennis,458,161
2004,Men,Gold,KANG Seong Hoon,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,KIM Gong Yong,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,KIM Kyung Mook,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,LEE Hae Gon,South Korea,Wheelchair Tennis,231,408
2004,Men,Silver,REVUCKY Rastislav,Slovakia,Wheelchair Tennis,52,408
2004,Men,Silver,RIAPOS Jan,Slovakia,Wheelchair Tennis,52,408
2004,Men,Bronze,GRUENKEMEYER Thorsten,Germany,Wheelchair Tennis,348,408
2004,Men,Bronze,KILGER Walter,Germany,Wheelchair Tennis,348,408
2004,Men,Bronze,NIKELIS Holger,Germany,Wheelchair Tennis,348,408
2004,Men,Bronze,VILSMAIER Otto,Germany,Wheelchair Tennis,348,408
2004,Men,Gold,CHO Jae Kwan,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,KIM Young Gun,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,YANG Heung Sik,South Korea,Wheelchair Tennis,231,408
2004,Men,Silver,RAWSON James,United Kingdom,Wheelchair Tennis,321,408
2004,Men,Silver,ROBINSON Neil,United Kingdom,Wheelchair Tennis,321,408
2004,Men,Silver,TROFAN Stefan,United Kingdom,Wheelchair Tennis,321,408
2004,Men,Bronze,ROBIN Jean Philippe,France,Wheelchair Tennis,458,408
2004,Men,Bronze,VERGER Pascal,France,Wheelchair Tennis,458,408
2004,Men,Gold,CHOI Kyoung Sik,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,PARK Jun Young,South Korea,Wheelchair Tennis,231,408
2004,Men,Gold,UM Tae Hyung,South Korea,Wheelchair Tennis,231,408
2004,Men,Silver,BENEDETTI Bruno,France,Wheelchair Tennis,458,408
2004,Men,Silver,MARTIN Emeric,France,Wheelchair Tennis,458,408
2004,Men,Silver,PECHARD Sebastien,France,Wheelchair Tennis,458,408
2004,Men,Bronze,ZHANG Jie,China,Wheelchair Tennis,408,408
2004,Men,Bronze,ZHANG Yan,China,Wheelchair Tennis,408,408
2004,Men,Gold,GLAZAR Frantisek,Czech Republic,Wheelchair Tennis,39,408
2004,Men,Gold,STEFANU Michal,Czech Republic,Wheelchair Tennis,39,408
2004,Men,Gold,TAUS Rene,Czech Republic,Wheelchair Tennis,39,408
2004,Men,Silver,JUNG Eun Chang,South Korea,Wheelchair Tennis,231,408
2004,Men,Silver,KIM Byoung Young,South Korea,Wheelchair Tennis,231,408
2004,Men,Bronze,DURAND Christophe,France,Wheelchair Tennis,458,408
2004,Men,Bronze,ROSEC Gregory,France,Wheelchair Tennis,458,408
2004,Men,Gold,ARNOLD Daniel,Germany,Wheelchair Tennis,348,408
2004,Men,Gold,MEYER Dieter,Germany,Wheelchair Tennis,348,408
2004,Men,Gold,SCHMIDT Rainer,Germany,Wheelchair Tennis,348,408
2004,Men,Gold,WOLLMERT Jochen,Germany,Wheelchair Tennis,348,408
2004,Men,Silver,JURASZ Adam,Poland,Wheelchair Tennis,147,408
2004,Men,Silver,KOWALSKI Miroslaw,Poland,Wheelchair Tennis,147,408
2004,Men,Bronze,ITKONEN Simon,Sweden,Wheelchair Tennis,130,408
2004,Men,Bronze,LOENNBERG Linus,Sweden,Wheelchair Tennis,130,408
2004,Men,Gold,LEDOUX Marc,Belgium,Wheelchair Tennis,39,408
2004,Men,Gold,LOICQ Mathieu,Belgium,Wheelchair Tennis,39,408
2004,Men,Gold,VERGEYLEN Nico,Belgium,Wheelchair Tennis,39,408
2004,Men,Silver,PICHON Alain,France,Wheelchair Tennis,458,408
2004,Men,Silver,SCHALLER Michel,France,Wheelchair Tennis,458,408
2004,Men,Silver,SOYER Julien,France,Wheelchair Tennis,458,408
2004,Men,Bronze,CSEJTEY Richard,Slovakia,Wheelchair Tennis,52,408
2004,Men,Bronze,MITAS Miroslav,Slovakia,Wheelchair Tennis,52,408
2004,Men,Gold,HEIJNEN Tonnie,Netherlands,Wheelchair Tennis,209,408
2004,Men,Gold,LAST Gerben,Netherlands,Wheelchair Tennis,209,408
2004,Men,Silver,FRACZYK Stanislaw,Austria,Wheelchair Tennis,62,408
2004,Men,Silver,GUTDEUTSCH Rene,Austria,Wheelchair Tennis,62,408
2004,Men,Bronze,HSU Chih Shan,Chinese Taipei,Wheelchair Tennis,30,408
2004,Men,Bronze,HU Ming Fu,Chinese Taipei,Wheelchair Tennis,30,408
2004,Men,Gold,GE Yang,China,Wheelchair Tennis,408,408
2004,Men,Gold,LU Xiaolei,China,Wheelchair Tennis,408,408
2004,Men,Silver,CHATEIGNER Olivier,France,Wheelchair Tennis,458,408
2004,Men,Silver,DE LA BOURDONNAYE Gilles,France,Wheelchair Tennis,458,408
2004,Men,Silver,SERIGNAT Francois,France,Wheelchair Tennis,458,408
2004,Men,Bronze,ANDERSSON Fredrik,Sweden,Wheelchair Tennis,130,408
2004,Men,Bronze,ANDREE Magnus,Sweden,Wheelchair Tennis,130,408
2004,Women,Gold,CLOT Genevieve,France,Wheelchair Tennis,458,203
2004,Women,Gold,LAFAYE MARZIOU Isabelle,France,Wheelchair Tennis,458,203
2004,Women,Gold,MARIAGE Stephanie,France,Wheelchair Tennis,458,203
2004,Women,Silver,,-,Wheelchair Tennis,39,203
2004,Women,Bronze,,-,Wheelchair Tennis,39,203
2004,Women,Gold,CHEN Wei Hong,China,Wheelchair Tennis,408,203
2004,Women,Gold,GU Gai,China,Wheelchair Tennis,408,203
2004,Women,Gold,REN Guixiang,China,Wheelchair Tennis,408,203
2004,Women,Silver,HSIAO Shu Chin,Chinese Taipei,Wheelchair Tennis,30,203
2004,Women,Silver,WEI Mei Hui,Chinese Taipei,Wheelchair Tennis,30,203
2004,Women,Bronze,ABUAWAD Khetam,Jordan,Wheelchair Tennis,12,203
2004,Women,Bronze,AL AZZAM Fatemah,Jordan,Wheelchair Tennis,12,203
2004,Women,Bronze,AL BARGOUTI Maha,Jordan,Wheelchair Tennis,12,203
2004,Women,Gold,LEI Lina,China,Wheelchair Tennis,408,203
2004,Women,Gold,LI Yu Qiang,China,Wheelchair Tennis,408,203
2004,Women,Gold,LIU Meili,China,Wheelchair Tennis,408,203
2004,Women,Gold,ZHANG Xiaoling,China,Wheelchair Tennis,408,203
2004,Women,Silver,GRZELAK Malgorzata,Poland,Wheelchair Tennis,147,203
2004,Women,Silver,JAGODZINSKA Krystyna,Poland,Wheelchair Tennis,147,203
2004,Women,Silver,PARTYKA Natalia,Poland,Wheelchair Tennis,147,203
2004,Women,Silver,TUROWSKA Miroslawa,Poland,Wheelchair Tennis,147,203
2004,Women,Bronze,KAMKASOMPHOU Thu,France,Wheelchair Tennis,458,203
2004,Women,Bronze,LE MORVAN Audrey,France,Wheelchair Tennis,458,203
2004,Women,Bronze,MAIRIE Claire,France,Wheelchair Tennis,458,203
2004,Women,Bronze,SEVIN Michelle,France,Wheelchair Tennis,458,203
2008,Men,Gold,REVUCKY Rastislav,Slovakia,Wheelchair Tennis,52,295
2008,Men,Gold,RIAPOS Jan,Slovakia,Wheelchair Tennis,52,295
2008,Men,Silver,BOURY Vincent,France,Wheelchair Tennis,458,295
2008,Men,Silver,DUCAY Jean-Francois,France,Wheelchair Tennis,458,295
2008,Men,Silver,MENNELLA Damien,France,Wheelchair Tennis,458,295
2008,Men,Silver,MOLLIENS Stephane,France,Wheelchair Tennis,458,295
2008,Men,Bronze,CHO Jae Kwan,South Korea,Wheelchair Tennis,231,295
2008,Men,Bronze,KIM Kong Yong,South Korea,Wheelchair Tennis,231,295
2008,Men,Bronze,KIM Kyung Mook,South Korea,Wheelchair Tennis,231,295
2008,Men,Bronze,LEE Hae Kon,South Korea,Wheelchair Tennis,231,295
2008,Men,Gold,GUILHEM Yann,France,Wheelchair Tennis,458,295
2008,Men,Gold,MERRIEN Florian,France,Wheelchair Tennis,458,295
2008,Men,Gold,ROBIN Jean-Philippe,France,Wheelchair Tennis,458,295
2008,Men,Silver,KNAF Welder,Brazil,Wheelchair Tennis,92,295
2008,Men,Silver,SILVA Luiz Algacir,Brazil,Wheelchair Tennis,92,295
2008,Men,Bronze,FENG Panfeng,China,Wheelchair Tennis,408,295
2008,Men,Bronze,GAO Yanming,China,Wheelchair Tennis,408,295
2008,Men,Bronze,ZHAO Ping,China,Wheelchair Tennis,408,295
2008,Men,Gold,CHOI Kyoung Sik,South Korea,Wheelchair Tennis,231,295
2008,Men,Gold,JUNG Eun Chang,South Korea,Wheelchair Tennis,231,295
2008,Men,Gold,KIM Byoung Young,South Korea,Wheelchair Tennis,231,295
2008,Men,Silver,BAI Gang,China,Wheelchair Tennis,408,295
2008,Men,Silver,GUO Xingyuan,China,Wheelchair Tennis,408,295
2008,Men,Silver,ZHANG Yan,China,Wheelchair Tennis,408,295
2008,Men,Bronze,DURAND Christophe,France,Wheelchair Tennis,458,295
2008,Men,Bronze,MARTIN Emeric,France,Wheelchair Tennis,458,295
2008,Men,Bronze,THOMAS Maxime,France,Wheelchair Tennis,458,295
2008,Men,Gold,CHEN Gang,China,Wheelchair Tennis,408,295
2008,Men,Gold,LI Manzhou,China,Wheelchair Tennis,408,295
2008,Men,Gold,QIN Xiaojun,China,Wheelchair Tennis,408,295
2008,Men,Gold,YE Chaoqun,China,Wheelchair Tennis,408,295
2008,Men,Silver,CSEJTEY Richard,Slovakia,Wheelchair Tennis,52,295
2008,Men,Silver,JAMBOR Miroslav,Slovakia,Wheelchair Tennis,52,295
2008,Men,Bronze,MESSI Stephane,France,Wheelchair Tennis,458,295
2008,Men,Bronze,PICHON Alain,France,Wheelchair Tennis,458,295
2008,Men,Bronze,SERIGNAT Francois,France,Wheelchair Tennis,458,295
2008,Men,Gold,CHEN Chao,China,Wheelchair Tennis,408,295
2008,Men,Gold,GE Yang,China,Wheelchair Tennis,408,295
2008,Men,Gold,LU Xiaolei,China,Wheelchair Tennis,408,295
2008,Men,Gold,MA Lin,China,Wheelchair Tennis,408,295
2008,Men,Silver,CARDONA Jorge,Spain,Wheelchair Tennis,158,295
2008,Men,Silver,RUIZ Jose Manuel,Spain,Wheelchair Tennis,158,295
2008,Men,Bronze,DE LA BOURDONNAYE Gilles,France,Wheelchair Tennis,458,295
2008,Men,Bronze,ROUSSEAU Jeremy,France,Wheelchair Tennis,458,295
2008,Men,Bronze,ROZIER Christophe,France,Wheelchair Tennis,458,295
2008,Women,Gold,LI Qian,China,Wheelchair Tennis,408,148
2008,Women,Gold,LIU Jing,China,Wheelchair Tennis,408,148
2008,Women,Silver,BRUNELLI Michela,Italy,Wheelchair Tennis,128,148
2008,Women,Silver,CUDIA Federica,Italy,Wheelchair Tennis,128,148
2008,Women,Silver,PEZZUTTO Pamela,Italy,Wheelchair Tennis,128,148
2008,Women,Silver,PODDA Clara,Italy,Wheelchair Tennis,128,148
2008,Women,Bronze,BERTRAND Fanny,France,Wheelchair Tennis,458,148
2008,Women,Bronze,FILLOU Marie-Christine,France,Wheelchair Tennis,458,148
2008,Women,Bronze,LAFAYE Isabelle,France,Wheelchair Tennis,458,148
2008,Women,Bronze,MARIAGE Stephanie,France,Wheelchair Tennis,458,148
2008,Women,Gold,GU Gai,China,Wheelchair Tennis,408,148
2008,Women,Gold,REN Guixiang,China,Wheelchair Tennis,408,148
2008,Women,Gold,ZHANG Bian,China,Wheelchair Tennis,408,148
2008,Women,Gold,ZHOU Ying,China,Wheelchair Tennis,408,148
2008,Women,Silver,SIKORA WEINMANN Monika,Germany,Wheelchair Tennis,348,148
2008,Women,Silver,ZIMMERER Andrea,Germany,Wheelchair Tennis,348,148
2008,Women,Bronze,ABUAWAD Khetam,Jordan,Wheelchair Tennis,12,148
2008,Women,Bronze,AL-AZZAM Fatmeh,Jordan,Wheelchair Tennis,12,148
2008,Women,Bronze,BARGOUTHI Maha,Jordan,Wheelchair Tennis,12,148
2008,Women,Gold,FAN Lei,China,Wheelchair Tennis,408,148
2008,Women,Gold,HOU Chunxiao,China,Wheelchair Tennis,408,148
2008,Women,Gold,LEI Lina,China,Wheelchair Tennis,408,148
2008,Women,Gold,LIU Meili,China,Wheelchair Tennis,408,148
2008,Women,Silver,GRZELAK Malgorzata,Poland,Wheelchair Tennis,147,148
2008,Women,Silver,PARTYKA Natalia,Poland,Wheelchair Tennis,147,148
2008,Women,Bronze,BARNEOUD Anne,France,Wheelchair Tennis,458,148
2008,Women,Bronze,KAMKASOMPHOU Thu,France,Wheelchair Tennis,458,148
2008,Women,Bronze,LE MORVAN Audrey,France,Wheelchair Tennis,458,148
2008,Women,Bronze,MAIRIE Claire,France,Wheelchair Tennis,458,148
2012,Men,Gold,LUDROVSKY Martin,Slovakia,Wheelchair Tennis,52,293
2012,Men,Gold,REVUCKY Rastislav,Slovakia,Wheelchair Tennis,52,293
2012,Men,Gold,RIAPOS Jan,Slovakia,Wheelchair Tennis,52,293
2012,Men,Silver,BOURY Vincent,France,Wheelchair Tennis,458,293
2012,Men,Silver,LAMIRAULT Fabien,France,Wheelchair Tennis,458,293
2012,Men,Silver,MOLLIENS Stephane,France,Wheelchair Tennis,458,293
2012,Men,Bronze,KIM Kong Yong,South Korea,Wheelchair Tennis,231,293
2012,Men,Bronze,KIM Kyung Mook,South Korea,Wheelchair Tennis,231,293
2012,Men,Bronze,KIM Min Gyu,South Korea,Wheelchair Tennis,231,293
2012,Men,Bronze,LEE Chang Ho,South Korea,Wheelchair Tennis,231,293
2012,Men,Gold,FENG Panfeng,China,Wheelchair Tennis,408,293
2012,Men,Gold,GAO Yanming,China,Wheelchair Tennis,408,293
2012,Men,Gold,ZHAO Ping,China,Wheelchair Tennis,408,293
2012,Men,Silver,BRUCHLE Thomas,Germany,Wheelchair Tennis,348,293
2012,Men,Silver,GURTLER Jan,Germany,Wheelchair Tennis,348,293
2012,Men,Silver,NIKELIS Holger,Germany,Wheelchair Tennis,348,293
2012,Men,Silver,SCHMIDBERGER Thomas,Germany,Wheelchair Tennis,348,293
2012,Men,Bronze,GUILHEM Yann,France,Wheelchair Tennis,458,293
2012,Men,Bronze,MERRIEN Florian,France,Wheelchair Tennis,458,293
2012,Men,Bronze,ROBIN Jean-Philippe,France,Wheelchair Tennis,458,293
2012,Men,Gold,CAO Ningning,China,Wheelchair Tennis,408,293
2012,Men,Gold,GUO Xingyuan,China,Wheelchair Tennis,408,293
2012,Men,Gold,ZHANG Yan,China,Wheelchair Tennis,408,293
2012,Men,Silver,CHOI Il Sang,South Korea,Wheelchair Tennis,231,293
2012,Men,Silver,JUNG Eun Chang,South Korea,Wheelchair Tennis,231,293
2012,Men,Silver,KIM Jung Gil,South Korea,Wheelchair Tennis,231,293
2012,Men,Silver,KIM Young Gun,South Korea,Wheelchair Tennis,231,293
2012,Men,Bronze,MARTIN Emeric,France,Wheelchair Tennis,458,293
2012,Men,Bronze,ROSEC Gregory,France,Wheelchair Tennis,458,293
2012,Men,Bronze,SAVANT-AIRA Nicolas,France,Wheelchair Tennis,458,293
2012,Men,Bronze,THOMAS Maxime,France,Wheelchair Tennis,458,293
2012,Men,Gold,GRUDZIEN Piotr,Poland,Wheelchair Tennis,147,293
2012,Men,Gold,SKRZYNECKI Marcin,Poland,Wheelchair Tennis,147,293
2012,Men,Silver,MORALES Jordi,Spain,Wheelchair Tennis,158,293
2012,Men,Silver,VALERA Alvaro,Spain,Wheelchair Tennis,158,293
2012,Men,Bronze,BAYLEY William,United Kingdom,Wheelchair Tennis,321,293
2012,Men,Bronze,MCKIBBIN Aaron,United Kingdom,Wheelchair Tennis,321,293
2012,Men,Bronze,WILSON Ross,United Kingdom,Wheelchair Tennis,321,293
2012,Men,Gold,GE Yang,China,Wheelchair Tennis,408,293
2012,Men,Gold,LIAN Hao,China,Wheelchair Tennis,408,293
2012,Men,Gold,LU Xiaolei,China,Wheelchair Tennis,408,293
2012,Men,Gold,MA Lin,China,Wheelchair Tennis,408,293
2012,Men,Silver,CHOJNOWSKI Patryk,Poland,Wheelchair Tennis,147,293
2012,Men,Silver,POWROZNIAK Sebastian,Poland,Wheelchair Tennis,147,293
2012,Men,Bronze,CARDONA Jorge,Spain,Wheelchair Tennis,158,293
2012,Men,Bronze,RUIZ REYES Jose Manuel,Spain,Wheelchair Tennis,158,293
2012,Women,Gold,LI Qian,China,Wheelchair Tennis,408,139
2012,Women,Gold,LIU Jing,China,Wheelchair Tennis,408,139
2012,Women,Silver,CHO Kyoung Hee,South Korea,Wheelchair Tennis,231,139
2012,Women,Silver,CHOI Hyun Ja,South Korea,Wheelchair Tennis,231,139
2012,Women,Silver,JUNG Sang Sook,South Korea,Wheelchair Tennis,231,139
2012,Women,Bronze,CAMPBELL Jane,United Kingdom,Wheelchair Tennis,321,139
2012,Women,Bronze,HEAD Sara,United Kingdom,Wheelchair Tennis,321,139
2012,Women,Gold,GU Gai,China,Wheelchair Tennis,408,139
2012,Women,Gold,ZHANG Bian,China,Wheelchair Tennis,408,139
2012,Women,Gold,ZHANG Miao,China,Wheelchair Tennis,408,139
2012,Women,Gold,ZHOU Ying,China,Wheelchair Tennis,408,139
2012,Women,Silver,AHLQUIST Anna-Carin,Sweden,Wheelchair Tennis,130,139
2012,Women,Silver,LUNDBACK Ingela,Sweden,Wheelchair Tennis,130,139
2012,Women,Bronze,JUNG Ji Nam,South Korea,Wheelchair Tennis,231,139
2012,Women,Bronze,JUNG Young AMOON Sung Hye,South Korea,Wheelchair Tennis,231,139
2012,Women,Gold,FAN Lei,China,Wheelchair Tennis,408,139
2012,Women,Gold,LEI Lina,China,Wheelchair Tennis,408,139
2012,Women,Gold,LIU Meili,China,Wheelchair Tennis,408,139
2012,Women,Gold,YANG Qian,China,Wheelchair Tennis,408,139
2012,Women,Silver,ERTIS Umran,Turkey,Wheelchair Tennis,12,139
2012,Women,Silver,KAVAS Neslihan,Turkey,Wheelchair Tennis,12,139
2012,Women,Silver,OCSOY Kubra,Turkey,Wheelchair Tennis,12,139
2012,Women,Bronze,EIGNER Alicja,Poland,Wheelchair Tennis,147,139
2012,Women,Bronze,JANKOWSKA Malgorzata,Poland,Wheelchair Tennis,147,139
2012,Women,Bronze,PARTYKA Natalia,Poland,Wheelchair Tennis,147,139
2012,Women,Bronze,PEK Karolina,Poland,Wheelchair Tennis,147,139
2016,Men,Gold,DUCAY Jean-Francois,France,Wheelchair Tennis,458,268
2016,Men,Gold,LAMIRAULT Fabien,France,Wheelchair Tennis,458,268
2016,Men,Gold,MOLLIENS Stephane,France,Wheelchair Tennis,458,268
2016,Men,Silver,KIM Kyung Mook,South Korea,Wheelchair Tennis,231,268
2016,Men,Silver,JOO Young Dae,South Korea,Wheelchair Tennis,231,268
2016,Men,Silver,CHA Soo Yong,South Korea,Wheelchair Tennis,231,268
2016,Men,Bronze,ESPINDOLA Iranildo,Brazil,Wheelchair Tennis,92,268
2016,Men,Bronze,LIMA Aloisio,Brazil,Wheelchair Tennis,92,268
2016,Men,Bronze,MARCIAO DA COSTA Guilherme,Brazil,Wheelchair Tennis,92,268
2016,Men,Gold,FENG Panfeng,China,Wheelchair Tennis,408,268
2016,Men,Gold,ZHAO Ping,China,Wheelchair Tennis,408,268
2016,Men,Gold,ZHAI Xiang,China,Wheelchair Tennis,408,268
2016,Men,Silver,BRUCHLE Thomas,Germany,Wheelchair Tennis,348,268
2016,Men,Silver,SCHMIDBERGER Thomas,Germany,Wheelchair Tennis,348,268
2016,Men,Bronze,LAOWONG Anurak,Thailand,Wheelchair Tennis,36,268
2016,Men,Bronze,GLINBANCHEUN Yuttajak,Thailand,Wheelchair Tennis,36,268
2016,Men,Gold,CHOI Il Sang,South Korea,Wheelchair Tennis,231,268
2016,Men,Gold,KIM Jung Gil,South Korea,Wheelchair Tennis,231,268
2016,Men,Gold,KIM Young Gun,South Korea,Wheelchair Tennis,231,268
2016,Men,Silver,LIN Yen-Hung,Chinese Taipei,Wheelchair Tennis,30,268
2016,Men,Silver,CHENG Ming-Chih,Chinese Taipei,Wheelchair Tennis,30,268
2016,Men,Bronze,OZTURK Abdullah,Turkey,Wheelchair Tennis,12,268
2016,Men,Bronze,OZTURK Ali,Turkey,Wheelchair Tennis,12,268
2016,Men,Bronze,TURAN Nesim,Turkey,Wheelchair Tennis,12,268
2016,Men,Gold,NIKOLENKO Maxym,Ukraine,Wheelchair Tennis,52,268
